,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,PosicAbbrev
82,Cliff Alexander,POR,20,8,3,5,36,0.277777777778,0.138888888889,0.277777777778,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.111111111111,0.166666666667,0.0,0.0277777777778,0.0277777777778,0.0555555555556,0.0277777777778,0.0,0.0,-0.361111111111, PF
83,Clint Capela,HOU,22,77,39,38,1471,0.368456832087,0.157036029912,0.269884432359,58.2,0.0,0.000679809653297,0.0,0.0543847722638,0.143439836846,37.9,0.13188307274,0.203942895989,0.335825968729,0.031951053705,0.0407885791978,0.0401087695445,0.0625424881033,0.129163834126,0.00679809653297,0.0,0.0673011556764, C
84,Cody Zeller,CHA,23,73,42,31,1774,0.359639233371,0.130214205186,0.246335963923,52.9,0.000563697857948,0.00563697857948,10.0,0.0986471251409,0.130777903044,75.4,0.0777903043968,0.17869222097,0.256482525366,0.0400225479143,0.0383314543405,0.032130777903,0.0355129650507,0.114994363021,0.00281848928974,0.0,0.0913190529876, C
85,Cole Aldrich,LAC,27,60,41,19,800,0.41,0.1675,0.28125,59.6,0.0,0.0,0.0,0.075,0.105,71.4,0.1075,0.2525,0.36,0.0625,0.08,0.05875,0.085,0.17375,0.00375,0.0,-0.0325, C
86,Corey Brewer,HOU,30,82,41,41,1669,0.35350509287,0.127022168963,0.330736968244,38.4,0.0365488316357,0.134212103056,27.2,0.0629119233074,0.0838825644098,75.0,0.0251647693229,0.0940683043739,0.119233073697,0.0653085680048,0.0467345715998,0.0503295386459,0.0113840623128,0.100659077292,0.0,0.0,-0.0533253445177, SF
87,Cory Jefferson,PHX,25,8,2,6,50,0.44,0.18,0.44,40.9,0.0,0.02,0.0,0.08,0.12,66.7,0.12,0.2,0.32,0.0,0.0,0.0,0.02,0.16,0.0,0.0,-0.1, PF
88,Cory Joseph,TOR,24,80,54,26,2046,0.330889540567,0.125610948192,0.285923753666,43.9,0.0146627565982,0.0537634408602,27.3,0.0650048875855,0.0850439882698,76.4,0.0185728250244,0.08357771261,0.102150537634,0.122189638319,0.049853372434,0.0307917888563,0.00977517106549,0.064027370479,0.0,0.0,0.133919843597, PG
89,Coty Clarke,BOS,23,3,0,3,6,1.0,0.333333333333,0.666666666667,50.0,0.333333333333,0.333333333333,100.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.666666666667, PF
90,Courtney Lee,CHA,30,79,49,30,2334,0.326049700086,0.124250214225,0.273778920308,45.4,0.0351328191945,0.0929734361611,37.8,0.0424164524422,0.0505569837189,83.9,0.0124250214225,0.0754070265638,0.0878320479863,0.0582690659811,0.0308483290488,0.0364181662382,0.0119965724079,0.057412167952,0.0,0.0,0.0646958011997, SG
91,Cristiano Felicio,CHI,23,31,14,17,321,0.327102803738,0.1246105919,0.224299065421,55.6,0.0,0.01246105919,0.0,0.0778816199377,0.109034267913,71.4,0.0934579439252,0.224299065421,0.317757009346,0.0809968847352,0.0404984423676,0.018691588785,0.0404984423676,0.0965732087227,0.0,0.0,0.165109034268, PF
92,D'Angelo Russell,LAL,20,80,17,63,2259,0.466578131917,0.173528109783,0.423196104471,41.0,0.0575475874281,0.163789287295,35.1,0.0619743249225,0.0841080123949,73.7,0.020805666224,0.100486941124,0.121292607348,0.117751217353,0.0867640548915,0.0411686586985,0.00575475874281,0.0628596724214,0.000442673749447,0.0,-0.241699867198, PG
93,D.J. Augustin,DEN,28,62,35,27,1178,0.396434634975,0.125636672326,0.297113752122,42.3,0.0577249575552,0.142614601019,40.5,0.0874363327674,0.108658743633,80.5,0.00679117147708,0.0738539898132,0.0806451612903,0.168081494058,0.0713073005093,0.0322580645161,0.00339558573854,0.072156196944,0.00169779286927,0.0,-0.0271646859083, PG
94,Dahntay Jones,CLE,35,1,0,1,42,0.309523809524,0.142857142857,0.333333333333,42.9,0.0238095238095,0.047619047619,50.0,0.0,0.0,0.0,0.0238095238095,0.0952380952381,0.119047619048,0.047619047619,0.0,0.0238095238095,0.047619047619,0.142857142857,0.0,0.0,-0.0238095238095, SG
95,Damian Lillard,POR,25,75,40,35,2676,0.702167414051,0.230941704036,0.550822122571,41.9,0.0855754857997,0.227952167414,37.5,0.154708520179,0.173393124066,89.2,0.0168161434978,0.0960388639761,0.112855007474,0.191330343797,0.0904334828102,0.0242899850523,0.0104633781764,0.0616591928251,0.00560538116592,0.0,0.0351270553064, PG
96,Damien Inglis,MIL,21,20,5,15,156,0.230769230769,0.0833333333333,0.237179487179,35.1,0.0192307692308,0.0833333333333,23.1,0.0448717948718,0.0512820512821,87.5,0.0128205128205,0.185897435897,0.198717948718,0.0641025641026,0.0705128205128,0.0384615384615,0.0192307692308,0.0705128205128,0.0,0.0,-0.282051282051, SF
97,Damjan Rudez,MIN,30,33,9,24,277,0.270758122744,0.0902527075812,0.223826714801,40.3,0.0613718411552,0.180505415162,34.0,0.028880866426,0.028880866426,100.0,0.0180505415162,0.0541516245487,0.072202166065,0.0397111913357,0.0469314079422,0.0108303249097,0.00361010830325,0.119133574007,0.0,0.0,-0.0469314079422, SF
98,Danilo Gallinari,DEN,27,53,22,31,1839,0.563349646547,0.15606307776,0.380641653072,41.0,0.047308319739,0.129961935835,36.4,0.203915171289,0.234910277325,86.8,0.0282762370854,0.124524197934,0.152800435019,0.0734094616639,0.041870581838,0.0228384991843,0.010331702012,0.047308319739,0.00163132137031,0.0,-0.0560087003806, SF
99,Danny Green,SAS,29,79,65,14,2062,0.277400581959,0.102327837051,0.272065955383,37.6,0.0562560620757,0.169253152279,33.2,0.0164888457808,0.0223084384093,73.9,0.0232783705141,0.123666343356,0.14694471387,0.0683802133851,0.0363724539282,0.0383123181377,0.0310378273521,0.0683802133851,0.0,0.0,0.245392822502, SG
100,Dante Cunningham,NOP,29,80,28,52,1971,0.245560629122,0.0943683409437,0.209030948757,45.1,0.0279046169457,0.0882800608828,31.6,0.0289193302892,0.0416032470827,69.5,0.0289193302892,0.0908168442415,0.119736174531,0.039066463724,0.0208016235413,0.0213089802131,0.0167427701674,0.0877727042111,0.0,0.0,-0.143074581431, PF
101,Darrell Arthur,DEN,28,70,26,44,1516,0.347625329815,0.145778364116,0.322559366755,45.2,0.0296833773087,0.0771767810026,38.5,0.0263852242744,0.0349604221636,75.5,0.05672823219,0.13654353562,0.19327176781,0.0633245382586,0.0435356200528,0.0349604221636,0.0316622691293,0.122031662269,0.00131926121372,0.0,-0.0343007915567, PF
102,Darren Collison,SAC,28,74,29,45,2219,0.466426318161,0.169896349707,0.349707075259,48.6,0.0392068499324,0.0977917981073,40.1,0.0874267688148,0.101847679135,85.8,0.01261829653,0.0635421360973,0.0761604326273,0.143307796305,0.0585849481749,0.0347003154574,0.00180261379,0.0639927895448,0.00180261379,0.0,-0.0315457413249, PG
103,Darrun Hilliard,DET,23,38,17,21,383,0.396866840731,0.135770234987,0.342036553525,39.7,0.0496083550914,0.130548302872,38.0,0.0757180156658,0.104438642298,72.5,0.0130548302872,0.104438642298,0.117493472585,0.0704960835509,0.0496083550914,0.023498694517,0.00261096605744,0.0731070496084,0.0,0.0,-0.0104438642298, SG
104,David Lee,DAL,33,55,27,28,903,0.472868217054,0.197120708749,0.370985603544,53.1,0.0,0.00110741971207,0.0,0.078626799557,0.102990033223,76.3,0.111849390919,0.225913621262,0.337763012182,0.093023255814,0.0730897009967,0.0243632336656,0.031007751938,0.126245847176,0.00442967884828,0.0,-0.0908084163898, PF
105,David West,SAS,35,78,63,15,1404,0.394586894587,0.173789173789,0.319088319088,54.5,0.00213675213675,0.00498575498575,42.9,0.0448717948718,0.0569800569801,78.8,0.0512820512821,0.168803418803,0.220085470085,0.101851851852,0.048433048433,0.031339031339,0.0391737891738,0.10113960114,0.000712250712251,0.0,0.235042735043, PF
106,DeAndre Jordan,LAC,27,77,51,26,2598,0.377213240955,0.137413394919,0.195535026944,70.3,0.0,0.000384911470362,0.0,0.102386451116,0.238260200154,43.0,0.102771362587,0.304849884527,0.407621247113,0.0346420323326,0.0411855273287,0.0196304849885,0.068129330254,0.0796766743649,0.0188606620477,0.0,0.169361046959, C
107,DeJuan Blair,WAS,27,29,12,17,218,0.279816513761,0.128440366972,0.311926605505,41.2,0.0,0.0045871559633,0.0,0.0229357798165,0.0596330275229,38.5,0.0917431192661,0.169724770642,0.261467889908,0.0504587155963,0.0688073394495,0.0366972477064,0.00917431192661,0.243119266055,0.0,0.0,-0.183486238532, C
108,DeMar DeRozan,TOR,26,78,53,25,2804,0.652639087019,0.218972895863,0.491084165478,44.6,0.0167617689016,0.0495720399429,33.8,0.197931526391,0.232881597718,85.0,0.0228245363766,0.101640513552,0.124465049929,0.112339514979,0.0624108416548,0.0288873038516,0.00748930099857,0.0595577746077,0.00106990014265,0.0,0.0624108416548, SG
109,DeMarcus Cousins,SAC,25,65,29,36,2246,0.778272484417,0.267586821015,0.593054318789,45.1,0.0311665182547,0.093499554764,33.3,0.211932324132,0.295191451469,71.8,0.0703472840606,0.262243989314,0.332591273375,0.0952804986643,0.110863757792,0.0449688334817,0.0409617097061,0.105075690116,0.0209260908281,0.000445235975067,0.0186999109528, PF
110,DeMarre Carroll,TOR,29,26,16,10,786,0.363867684478,0.13358778626,0.343511450382,38.9,0.058524173028,0.150127226463,39.0,0.0381679389313,0.0636132315522,60.0,0.0394402035623,0.115776081425,0.155216284987,0.0343511450382,0.0356234096692,0.0559796437659,0.00763358778626,0.0801526717557,0.0,0.0,0.0572519083969, SF
111,Delon Wright,TOR,24,27,19,8,229,0.449781659389,0.157205240175,0.349344978166,45.0,0.0218340611354,0.056768558952,38.5,0.113537117904,0.152838427948,74.3,0.0349344978166,0.126637554585,0.161572052402,0.135371179039,0.0698689956332,0.0349344978166,0.0131004366812,0.0305676855895,0.0,0.0,0.056768558952, PG
112,Dennis Schroder,ATL,22,80,47,33,1621,0.542257865515,0.202961135102,0.481801357187,42.1,0.0475015422579,0.147439851943,32.2,0.0888340530537,0.11227637261,79.1,0.0154225786552,0.110425663171,0.125848241826,0.215299198026,0.112893275756,0.0431832202344,0.00555212831585,0.0851326341764,0.00123380629241,0.0,0.138803207896, PG
113,Deron Williams,DAL,32,65,31,34,2106,0.435897435897,0.152421652422,0.36799620133,41.4,0.0460588793922,0.133903133903,34.4,0.0849952516619,0.0978157644824,86.9,0.00902184235518,0.0811965811966,0.0902184235518,0.179487179487,0.0712250712251,0.0289648622982,0.00664767331434,0.0735992402659,0.00189933523267,0.0,0.000949667616334, PG
114,Derrick Favors,UTA,24,62,30,32,1983,0.51235501765,0.210791729702,0.408976298538,51.5,0.0,0.00201714573878,0.0,0.0907715582451,0.128088754413,70.9,0.0852244074634,0.168431669188,0.253656076652,0.0474029248613,0.0524457892083,0.0373171961674,0.0458900655572,0.0756429652042,0.0095814422592,0.0,0.0489157841654, PF
115,Derrick Rose,CHI,27,66,32,34,2097,0.515021459227,0.213161659514,0.499761564139,42.7,0.0209823557463,0.071530758226,29.3,0.067715784454,0.0853600381497,79.3,0.0219360991893,0.0853600381497,0.107296137339,0.148307105389,0.0834525512637,0.0209823557463,0.0066762041011,0.0400572246066,0.000476871721507,0.0,-0.0791607057701, PG
116,Derrick Williams,NYK,25,80,32,48,1435,0.519860627178,0.177003484321,0.393728222997,45.0,0.0306620209059,0.104529616725,29.3,0.135191637631,0.178397212544,75.8,0.0327526132404,0.173519163763,0.206271777003,0.0522648083624,0.0425087108014,0.0202090592334,0.00627177700348,0.0480836236934,0.00278745644599,0.0,-0.143554006969, PF
117,Devin Booker,PHX,19,76,20,56,2108,0.49715370019,0.174098671727,0.411290322581,42.3,0.0469639468691,0.137096774194,34.3,0.101992409867,0.121442125237,84.0,0.0128083491461,0.0759013282732,0.0887096774194,0.0948766603416,0.0759013282732,0.0208728652751,0.00948766603416,0.106736242884,0.00142314990512,0.0,-0.177419354839, SG
118,Devin Harris,DAL,33,64,35,29,1280,0.38046875,0.13046875,0.2921875,44.7,0.040625,0.1234375,32.9,0.07890625,0.109375,72.1,0.0140625,0.09375,0.1078125,0.0921875,0.0515625,0.046875,0.01015625,0.096875,0.0,0.0,-0.071875, PG
119,Devyn Marble,ORL,23,28,12,16,249,0.240963855422,0.0843373493976,0.285140562249,29.6,0.0321285140562,0.128514056225,25.0,0.0401606425703,0.0963855421687,41.7,0.0240963855422,0.128514056225,0.152610441767,0.0481927710843,0.0281124497992,0.0522088353414,0.00401606425703,0.100401606426,0.0,0.0,-0.0522088353414, SF
120,Dewayne Dedmon,ORL,26,58,21,37,705,0.36170212766,0.140425531915,0.251063829787,55.9,0.0,0.0,0.0,0.0808510638298,0.10780141844,75.0,0.0950354609929,0.228368794326,0.323404255319,0.0184397163121,0.045390070922,0.0312056737589,0.0652482269504,0.154609929078,0.00141843971631,0.0,-0.0510638297872, C
121,Dion Waiters,OKC,24,78,53,25,2152,0.354089219331,0.131040892193,0.328066914498,39.9,0.0399628252788,0.111524163569,35.8,0.0520446096654,0.0729553903346,71.3,0.0167286245353,0.0771375464684,0.0938661710037,0.07156133829,0.0557620817844,0.0376394052045,0.00697026022305,0.0664498141264,0.0,0.0,0.0985130111524, SG
122,Dirk Nowitzki,DAL,38,75,38,37,2363,0.580617858654,0.210749047821,0.470588235294,44.8,0.0533220482438,0.144731273804,36.8,0.105797714769,0.118493440542,89.3,0.022005924672,0.184934405417,0.206940330089,0.0558611933982,0.0355480321625,0.022005924672,0.022005924672,0.0681337283115,0.00423190859077,0.0,0.108760050783, PF
123,Donald Sloan,BKN,28,61,13,48,1318,0.321699544765,0.11684370258,0.265553869499,44.0,0.0288315629742,0.0751138088012,38.4,0.0591805766313,0.0789074355083,75.0,0.0128983308042,0.118361153263,0.131259484067,0.203338391502,0.0606980273141,0.0242792109256,0.00303490136571,0.0553869499241,0.00227617602428,0.0,-0.0948406676783, PG
124,Donatas Motiejunas,HOU,25,37,19,18,547,0.420475319927,0.164533820841,0.374771480804,43.9,0.0292504570384,0.104204753199,28.1,0.0621572212066,0.0968921389397,64.2,0.0676416819013,0.131627056673,0.199268738574,0.0749542961609,0.0804387568556,0.0310786106033,0.0091407678245,0.126142595978,0.0,0.0,0.0822669104205, PF
125,Doug McDermott,CHI,24,81,41,40,1861,0.410531972058,0.156367544331,0.346050510478,45.2,0.0591080064481,0.13917248791,42.5,0.0386888769479,0.0451370231059,85.7,0.0198817839871,0.0849005910801,0.104782375067,0.0317033852767,0.0284793121977,0.00752283718431,0.00322407307899,0.068242880172,0.0,0.0,-0.0365394948952, SF
126,Draymond Green,GSW,26,81,73,8,2808,0.402777777778,0.142806267806,0.291666666667,49.0,0.0356125356125,0.0918803418803,38.8,0.0815527065527,0.117165242165,69.6,0.0477207977208,0.22613960114,0.27386039886,0.212962962963,0.0922364672365,0.0423789173789,0.0402421652422,0.0854700854701,0.0117521367521,0.00462962962963,0.381054131054, PF
127,Drew Gooden,WAS,34,30,18,12,305,0.268852459016,0.108196721311,0.337704918033,32.0,0.0229508196721,0.134426229508,17.1,0.0295081967213,0.0459016393443,64.3,0.0918032786885,0.186885245902,0.27868852459,0.0426229508197,0.0426229508197,0.0262295081967,0.0360655737705,0.131147540984,0.00655737704918,0.0,-0.272131147541, PF
128,Duje Dukan,SAC,24,1,0,1,24,0.25,0.0833333333333,0.416666666667,20.0,0.0833333333333,0.208333333333,40.0,0.0,0.0,0.0,0.0833333333333,0.0833333333333,0.166666666667,0.0416666666667,0.0,0.0416666666667,0.0,0.0833333333333,0.0,0.0,-0.333333333333, PF
129,Dwight Howard,HOU,30,71,34,37,2280,0.428070175439,0.163157894737,0.263157894737,62.0,0.0,0.00263157894737,0.0,0.101754385965,0.207894736842,48.9,0.104385964912,0.261842105263,0.366228070175,0.0429824561404,0.0728070175439,0.0302631578947,0.0495614035088,0.0960526315789,0.0166666666667,0.0,0.00745614035088, C
130,Dwight Powell,DAL,24,69,35,34,992,0.402217741935,0.147177419355,0.298387096774,49.3,0.00201612903226,0.0161290322581,12.5,0.105846774194,0.14314516129,73.9,0.0846774193548,0.190524193548,0.275201612903,0.0443548387097,0.0403225806452,0.0362903225806,0.0241935483871,0.118951612903,0.00302419354839,0.0,-0.0816532258065, PF
131,Dwyane Wade,MIA,34,74,43,31,2258,0.624003542958,0.239149689991,0.523914968999,45.6,0.00310008857396,0.0194862710363,15.9,0.142604074402,0.17980513729,79.3,0.036315323295,0.0974313551816,0.133746678477,0.15234720992,0.0899025686448,0.0349867139061,0.0186005314438,0.0513728963685,0.00088573959256,0.0,-0.00354295837024, SG
132,E'Twaun Moore,CHI,27,59,29,30,1263,0.350752177356,0.148060174188,0.307996832937,48.1,0.0372129849565,0.0823436262866,45.2,0.0174188440222,0.027711797308,62.9,0.0150435471101,0.0902612826603,0.10530482977,0.0783847980998,0.0419635787807,0.0292953285827,0.0142517814727,0.0815518606492,0.0,0.0,-0.0292953285827, SG
133,Ed Davis,POR,27,81,43,38,1684,0.312351543943,0.122327790974,0.200118764846,61.1,0.0,0.0,0.0,0.0676959619952,0.121140142518,55.9,0.133016627078,0.222684085511,0.355700712589,0.0522565320665,0.0380047505938,0.0338479809976,0.0427553444181,0.119952494062,0.00534441805226,0.0,0.0154394299287, PF
134,Edy Tavares,ATL,24,11,7,4,73,0.342465753425,0.150684931507,0.260273972603,57.9,0.0,0.0,0.0,0.041095890411,0.109589041096,37.5,0.0958904109589,0.191780821918,0.287671232877,0.041095890411,0.0684931506849,0.013698630137,0.0821917808219,0.109589041096,0.0,0.0,-0.13698630137, PG
135,Elfrid Payton,ORL,22,73,32,41,2145,0.362703962704,0.148251748252,0.340326340326,43.6,0.013986013986,0.0428904428904,32.6,0.0522144522145,0.0885780885781,58.9,0.0358974358974,0.0857808857809,0.121678321678,0.217715617716,0.0825174825175,0.0414918414918,0.00932400932401,0.0741258741259,0.00652680652681,0.0004662004662,-0.0321678321678, SG
136,Elijah Millsap,UTA,28,20,9,11,173,0.208092485549,0.0635838150289,0.225433526012,28.2,0.00578034682081,0.0693641618497,8.3,0.0751445086705,0.104046242775,72.2,0.0346820809249,0.167630057803,0.202312138728,0.109826589595,0.0520231213873,0.0404624277457,0.0173410404624,0.190751445087,0.0,0.0,0.121387283237, SG
137,Elliot Williams,CHA,27,5,4,1,45,0.177777777778,0.0444444444444,0.222222222222,20.0,0.0222222222222,0.0888888888889,25.0,0.0666666666667,0.0888888888889,75.0,0.0222222222222,0.0666666666667,0.0888888888889,0.0888888888889,0.0222222222222,0.0,0.0,0.0444444444444,0.0,0.0,-0.0666666666667, PF
138,Elton Brand,PHI,37,17,2,15,225,0.311111111111,0.137777777778,0.32,43.1,0.0,0.00444444444444,0.0,0.0355555555556,0.04,88.9,0.04,0.24,0.28,0.08,0.0488888888889,0.04,0.0355555555556,0.142222222222,0.00444444444444,0.0,-0.168888888889, PG
139,Emmanuel Mudiay,DEN,20,68,29,39,2068,0.42166344294,0.159090909091,0.437620889749,36.4,0.0357833655706,0.112185686654,31.9,0.0676982591876,0.101063829787,67.0,0.0154738878143,0.0967117988395,0.112185686654,0.179883945841,0.104932301741,0.0314313346228,0.0169245647969,0.0681818181818,0.00193423597679,0.0,-0.0570599613153, C
140,Enes Kanter,OKC,24,82,55,27,1721,0.603137710633,0.240557815224,0.417780360256,57.6,0.00581057524695,0.0122022080186,47.6,0.116211504939,0.145845438698,79.7,0.144683323649,0.241138872748,0.385822196397,0.0191748983149,0.0668216153399,0.0151074956421,0.0191748983149,0.0964555490994,0.0145264381174,0.0,0.0737943056363, PG
141,Eric Bledsoe,PHX,26,31,12,19,1059,0.596789423985,0.210576015109,0.464589235127,45.3,0.0453257790368,0.121813031161,37.2,0.130311614731,0.162417374882,80.2,0.0169971671388,0.10103871577,0.118035882908,0.179414542021,0.103871576959,0.0594900849858,0.0179414542021,0.070821529745,0.0028328611898,0.0,-0.0462700661001, SG
142,Eric Gordon,NOP,27,45,14,31,1481,0.463200540176,0.1559756921,0.372721134369,41.8,0.0762997974342,0.198514517218,38.4,0.0749493585415,0.08440243079,88.8,0.0067521944632,0.0600945307225,0.0668467251857,0.0817015530047,0.0492910195814,0.0290344361918,0.00945307224848,0.0661715057394,0.0,0.0,-0.0472653612424, PF
143,Eric Moreland,SAC,24,8,1,7,48,0.166666666667,0.0625,0.125,50.0,0.0,0.0,0.0,0.0416666666667,0.0833333333333,50.0,0.0625,0.166666666667,0.229166666667,0.0208333333333,0.0625,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.125, PG
144,Erick Green,DEN,25,9,6,3,42,0.309523809524,0.119047619048,0.309523809524,38.5,0.0238095238095,0.119047619048,20.0,0.047619047619,0.047619047619,100.0,0.0714285714286,0.0714285714286,0.142857142857,0.0714285714286,0.0,0.0238095238095,0.0,0.0952380952381,0.0,0.0,-0.0238095238095, PF
145,Ersan Ilyasova,ORL,29,74,35,39,1880,0.407978723404,0.148936170213,0.351595744681,42.4,0.0510638297872,0.137765957447,37.1,0.0590425531915,0.081914893617,72.1,0.0765957446809,0.137765957447,0.214361702128,0.0356382978723,0.0377659574468,0.0276595744681,0.0175531914894,0.0909574468085,0.00212765957447,0.0,-0.0723404255319, SG
146,Evan Fournier,ORL,23,79,33,46,2566,0.472720187062,0.167186282151,0.362042088854,46.2,0.0607950116913,0.151987529228,40.0,0.0775526110678,0.0927513639906,83.6,0.0128604832424,0.074824629774,0.0876851130164,0.0833982852689,0.051831644583,0.037412314887,0.000779423226812,0.0833982852689,0.0,0.0,-0.0744349181606, SG
147,Evan Turner,BOS,27,81,47,34,2271,0.376045794804,0.151034786438,0.331571994716,45.6,0.00880669308675,0.03654777631,24.1,0.0651695288419,0.0788199031264,82.7,0.0220167327169,0.152796125055,0.174812857772,0.158080140907,0.074416556583,0.035226772347,0.0123293703214,0.0612065169529,0.00176133861735,0.0,0.0444738000881, C
148,Festus Ezeli,GSW,26,46,42,4,770,0.415584415584,0.162337662338,0.296103896104,54.8,0.0,0.0,0.0,0.0909090909091,0.171428571429,53.0,0.118181818182,0.215584415584,0.333766233766,0.0415584415584,0.0493506493506,0.0233766233766,0.0649350649351,0.122077922078,0.00779220779221,0.0,0.28961038961, C
149,Frank Kaminsky,CHA,23,81,47,34,1708,0.354800936768,0.125878220141,0.30737704918,41.0,0.03981264637,0.118266978923,33.7,0.0632318501171,0.0866510538642,73.0,0.0403981264637,0.155737704918,0.196135831382,0.0573770491803,0.0339578454333,0.0222482435597,0.0251756440281,0.0737704918033,0.000585480093677,0.0,-0.00995316159251, SG
150,Garrett Temple,WAS,30,80,40,40,1951,0.298308559713,0.10302409021,0.258841619682,39.8,0.0456176319836,0.132239876986,34.5,0.0466427473091,0.0640697078421,72.8,0.0184520758585,0.0902101486417,0.1086622245,0.0717580727832,0.0328036904152,0.0353664787289,0.00922603792927,0.0999487442337,0.0,0.0,-0.0199897488467, SG
151,Gary Harris,DEN,21,76,31,45,2439,0.382123821238,0.147191471915,0.313653136531,46.9,0.0430504305043,0.121771217712,35.4,0.0446904469045,0.0545305453055,82.0,0.0221402214022,0.0680606806068,0.090200902009,0.060270602706,0.040180401804,0.039770397704,0.00738007380074,0.0586305863059,0.0,0.0,-0.0865108651087, PG
152,Gary Neal,WAS,31,40,18,22,807,0.483271375465,0.187112763321,0.402726146221,46.5,0.0508054522924,0.123915737299,41.0,0.0582403965304,0.0681536555143,85.5,0.0136307311029,0.089219330855,0.102850061958,0.0582403965304,0.0359355638166,0.0247831474597,0.00123915737299,0.0681536555143,0.0,0.0,-0.200743494424, PG
153,George Hill,IND,30,74,41,33,2524,0.354199683043,0.129160063391,0.292789223455,44.1,0.0507131537242,0.12440570523,40.8,0.0451664025357,0.0594294770206,76.0,0.0229793977813,0.095087163233,0.118066561014,0.102614896989,0.0400158478605,0.0328843106181,0.006735340729,0.0590332805071,0.0,0.0,0.0376386687797, SF
154,Gerald Green,MIA,30,69,40,29,1557,0.395632626846,0.14771997431,0.377007064868,39.2,0.0539499036609,0.166987797046,32.3,0.0462427745665,0.0590879897238,78.3,0.0160565189467,0.0886319845857,0.104688503532,0.0359666024406,0.0295439948619,0.024405908799,0.0122029543995,0.0789980732177,0.0,0.0,0.028901734104, SG
155,Gerald Henderson,POR,28,72,39,33,1431,0.43605870021,0.162124388539,0.369671558351,43.9,0.0335429769392,0.0950384346611,35.3,0.0782669461915,0.102026554857,76.7,0.020964360587,0.126484975542,0.147449336129,0.0524109014675,0.0475192173305,0.0272536687631,0.0132774283718,0.0607966457023,0.0,0.0,0.0174703004892, SF
156,Giannis Antetokounmpo,MIL,21,80,32,48,2823,0.47821466525,0.181721572795,0.35883811548,50.6,0.00991852639036,0.0386114063053,25.7,0.10485299327,0.144881331916,72.4,0.0400283386468,0.1767623096,0.216790648247,0.122210414453,0.073680481757,0.0332979100248,0.0400283386468,0.0913921360255,0.00743889479277,0.00177116542685,-0.0598653914276, SG
157,Glenn Robinson,IND,22,45,24,21,508,0.336614173228,0.127952755906,0.297244094488,43.0,0.0275590551181,0.0728346456693,37.8,0.0531496062992,0.0767716535433,69.2,0.0236220472441,0.110236220472,0.133858267717,0.0511811023622,0.0354330708661,0.0334645669291,0.0177165354331,0.0413385826772,0.0,0.0,-0.0728346456693, PG
158,Goran Dragic,MIA,30,72,44,28,2363,0.430808294541,0.176470588235,0.370292001693,47.7,0.027084214981,0.0867541261109,31.2,0.0507829030893,0.0698264917478,72.7,0.0228523063902,0.0943715615743,0.117223867964,0.177316969953,0.0782903089293,0.0300465509945,0.00719424460432,0.0795598815066,0.00211595429539,0.0,0.0867541261109, SF
159,Gordon Hayward,UTA,26,80,38,42,2893,0.545454545455,0.180089872105,0.415485655029,43.3,0.0494296577947,0.141721396474,34.9,0.13584514345,0.16488074663,82.4,0.0210853784998,0.11614241272,0.13722779122,0.102315935016,0.0698237124093,0.0328378845489,0.00933287245074,0.0632561354995,0.00138264777048,0.0,0.0328378845489, PF
160,Gorgui Dieng,MIN,26,82,29,53,2220,0.372522522523,0.138738738739,0.260810810811,53.2,0.0027027027027,0.00900900900901,30.0,0.0923423423423,0.111711711712,82.7,0.0707207207207,0.192792792793,0.263513513514,0.0644144144144,0.0630630630631,0.0423423423423,0.0432432432432,0.0986486486486,0.00675675675676,0.0,-0.00315315315315, C
161,Greg Monroe,MIL,26,79,32,47,2314,0.52290406223,0.212186689715,0.40665514261,52.2,0.0,0.000432152117545,0.0,0.0985306828003,0.133102852204,74.0,0.0942091616249,0.206568712187,0.300777873812,0.0769230769231,0.0557476231634,0.0311149524633,0.0289541918755,0.0704407951599,0.0138288677615,0.0,-0.0479688850475, PF
162,Greg Smith,MIN,25,18,8,10,192,0.223958333333,0.09375,0.166666666667,56.3,0.0,0.0,0.0,0.0364583333333,0.0885416666667,41.2,0.0625,0.15625,0.21875,0.03125,0.0364583333333,0.0208333333333,0.00520833333333,0.145833333333,0.0,0.0,-0.401041666667, PG
163,Greivis Vasquez,MIL,29,23,9,14,460,0.282608695652,0.0978260869565,0.3,32.6,0.0391304347826,0.158695652174,24.7,0.0478260869565,0.0565217391304,84.6,0.0108695652174,0.0913043478261,0.102173913043,0.197826086957,0.0869565217391,0.0217391304348,0.0,0.0913043478261,0.0,0.0,-0.204347826087, SF
164,Harrison Barnes,GSW,24,66,59,7,2042,0.379040156709,0.144466209598,0.309990205681,46.6,0.0401567091087,0.104799216454,38.3,0.0499510284035,0.0656219392752,76.1,0.037708129285,0.121449559256,0.159157688541,0.0572967678746,0.0279138099902,0.0200783545544,0.0048971596474,0.0666013712047,0.00048971596474,0.0,0.221841332027, C
